Letra	Condición	Definición	Respuesta	Tema	Nivel	Idioma
G	Commence par	Architecte français qui a conçu le majestueux et opulent Opéra de Paris au XIXe siècle (Charles...).	Garnier	General	Difícil	FR
G	Commence par	Personnage gigantesque créé par l'écrivain de la Renaissance François Rabelais, père de Pantagruel.	Gargantua	General	Difícil	FR
H	Commence par	Baron et préfet de la Seine qui a dirigé les grands travaux de modernisation de Paris sous le Second Empire.	Haussmann	General	Difícil	FR
H	Commence par	Nom donné aux protestants français, victimes de persécutions pendant les guerres de religion aux XVIe et XVIIe siècles.	Huguenots	General	Difícil	FR
H	Commence par	Militaire de la cavalerie légère française, ou titre du célèbre roman de Jean Giono ("Le ... sur le toit").	Hussard	General	Difícil	FR
I	Commence par	Dramaturge français d'origine roumaine, l'un des pères du théâtre de l'absurde, auteur de "La Cantatrice chauve".	Ionesco	General	Difícil	FR
I	Commence par	Ancienne colonie française en Asie du Sud-Est, comprenant le Vietnam, le Laos et le Cambodge actuels.	Indochine	General	Difícil	FR
I	Commence par	Peintre néoclassique français du XIXe siècle, célèbre pour son tableau "La Grande Odalisque" (Jean-Auguste-Dominique...).	Ingres	General	Difícil	FR
J	Commence par	Homme politique français, figure historique du socialisme et grand pacifiste, assassiné en 1914 (Jean...).	Jaurès	General	Difícil	FR
J	Commence par	Nom français du plus célèbre portrait peint par Léonard de Vinci, exposé au musée du Louvre (La...).	Joconde	General	Difícil	FR
J	Commence par	Membres du club politique le plus radical et intransigeant pendant la Révolution française, dirigé par Robespierre.	Jacobins	General	Difícil	FR
K	Commence par	Médecin et homme politique français, célèbre pour avoir cofondé l'ONG Médecins Sans Frontières (Bernard...).	Kouchner	General	Difícil	FR
K	Commence par	Pâtisserie traditionnelle bretonne, particulièrement riche et caramélisée, faite de pâte à pain, de beurre et de sucre.	Kouign-amann	General	Difícil	FR
K	Commence par	Général de la Révolution française, assassiné au Caire lors de la campagne d'Égypte de Bonaparte (Jean-Baptiste...).	Kléber	General	Difícil	FR
L	Commence par	Nom de famille des deux frères, Auguste et Louis, ingénieurs français inventeurs du cinématographe.	Lumière	General	Difícil	FR
L	Commence par	Aristocrate et général français qui a joué un rôle décisif aux côtés des Américains dans leur guerre d'indépendance (Marquis de...).	Lafayette	General	Difícil	FR
L	Commence par	Grotte du sud-ouest de la France contenant des peintures préhistoriques exceptionnelles, surnommée la "chapelle Sixtine de la préhistoire".	Lascaux	General	Difícil	FR
M	Commence par	Écrivain français du XIXe siècle, maître incontesté de la nouvelle, auteur de "Boule de Suif" et du "Horla" (Guy de...).	Maupassant	General	Difícil	FR
M	Commence par	Président de la République française issu du parti socialiste, resté au pouvoir de 1981 à 1995 (François...).	Mitterrand	General	Difícil	FR
M	Commence par	Première dynastie des rois francs de l'histoire de France, fondée par Clovis au Ve siècle.	Mérovingiens	General	Difícil	FR
N	Commence par	Ville de l'ouest de la France où Henri IV a signé en 1598 le célèbre édit accordant des droits de culte aux protestants.	Nantes	General	Difícil	FR
N	Commence par	Pseudonyme du célèbre photographe français du XIXe siècle, pionnier de la photographie aérienne et ami des impressionnistes.	Nadar	General	Difícil	FR
N	Commence par	Courant littéraire français des années 1950, illustré par Alain Robbe-Grillet, qui remet en cause le récit traditionnel (Le ... Roman).	Nouveau	General	Difícil	FR
O	Commence par	Prénom de la pionnière du féminisme français, guillotinée en 1793, auteure de la Déclaration des droits de la femme et de la citoyenne (... de Gouges).	Olympe	General	Difícil	FR
O	Commence par	Langue romane traditionnelle historiquement parlée dans le tiers sud de la France.	Occitan	General	Difícil	FR
O	Commence par	Ville du centre de la France célèbre pour avoir été libérée du siège anglais par Jeanne d'Arc en 1429.	Orléans	General	Difícil	FR
P	Commence par	Immense écrivain français du XXe siècle, auteur de l'œuvre monumentale en sept tomes "À la recherche du temps perdu" (Marcel...).	Proust	General	Difícil	FR
P	Commence par	Scientifique français, pionnier de la microbiologie, mondialement connu pour avoir inventé le vaccin contre la rage (Louis...).	Pasteur	General	Difícil	FR
P	Commence par	Monument de style néoclassique situé à Paris, dont la vocation est d'honorer et d'abriter les cendres des grands personnages de la nation.	Panthéon	General	Difícil	FR
Q	Commence par	Nom du tragique sonneur de cloches bossu de la cathédrale dans le roman "Notre-Dame de Paris" de Victor Hugo.	Quasimodo	General	Difícil	FR
Q	Commence par	Écrivain français, cofondateur du groupe littéraire expérimental de l'Oulipo et auteur de "Zazie dans le métro" (Raymond...).	Queneau	General	Difícil	FR
Q	Commence par	Régime politique républicain en vigueur en France après la Seconde Guerre mondiale, de 1946 à 1958 (La ... République).	Quatrième	General	Difícil	FR
R	Commence par	Grand philosophe des Lumières, né à Genève mais figure centrale de la Révolution française, auteur du "Contrat social" (Jean-Jacques...).	Rousseau	General	Difícil	FR
R	Commence par	Avocat et homme politique, figure majeure et implacable de la Révolution française, principal instigateur de la Terreur (Maximilien...).	Robespierre	General	Difícil	FR
R	Commence par	Grand dramaturge français du XVIIe siècle, maître de la tragédie classique, auteur de "Phèdre" et "Andromaque" (Jean...).	Racine	General	Difícil	FR
S	Commence par	Philosophe et romancier français, père de l'existentialisme, qui a décliné le prix Nobel de littérature en 1964 (Jean-Paul...).	Sartre	General	Difícil	FR
S	Commence par	Pseudonyme de l'écrivain Henri Beyle, grand romancier du XIXe siècle, auteur de "Le Rouge et le Noir" et "La Chartreuse de Parme".	Stendhal	General	Difícil	FR
S	Commence par	Surnom métaphorique et royal donné au monarque absolu Louis XIV, symbolisant son rayonnement (Le Roi-...).	Soleil	General	Difícil	FR
T	Commence par	Penseur politique, magistrat et historien français du XIXe siècle, célèbre pour son analyse "De la démocratie en Amérique" (Alexis de...).	Tocqueville	General	Difícil	FR
T	Commence par	Réalisateur français, figure de proue de la Nouvelle Vague au cinéma, auteur du film "Les Quatre Cents Coups" (François...).	Truffaut	General	Difícil	FR
T	Commence par	Groupe de la société d'Ancien Régime en France qui représentait la majorité du peuple, n'appartenant ni au clergé ni à la noblesse (Le ... état).	Tiers	General	Difícil	FR
U	Commence par	Dessinateur français d'origine italienne, cocréateur avec René Goscinny de la célèbre bande dessinée Astérix (Albert...).	Uderzo	General	Difícil	FR
U	Commence par	Prénom du pape d'origine française (né Eudes de Châtillon) qui a prêché la première croisade en l'an 1095 (... II).	Urbain	General	Difícil	FR
U	Commence par	Concept philosophique et politique désignant une société idéale, parfaite et sans défaut, souvent utilisé en littérature.	Utopie	General	Difícil	FR
V	Commence par	Poète français, figure du mouvement symboliste et "prince des poètes", célèbre pour sa relation tumultueuse avec Arthur Rimbaud (Paul...).	Verlaine	General	Difícil	FR
V	Commence par	Chef gaulois historique qui a réussi à unir les tribus celtes pour s'opposer à la conquête romaine menée par Jules César.	Vercingétorix	General	Difícil	FR
V	Commence par	Grand écrivain français, visionnaire et pionnier de la science-fiction, auteur de "Vingt Mille Lieues sous les mers" (Jules...).	Verne	General	Difícil	FR
W	Commence par	Célèbre bataille survenue en 1815 en Belgique actuelle, marquant la défaite militaire définitive de Napoléon Ier.	Waterloo	General	Difícil	FR
W	Commence par	Peintre français du XVIIIe siècle, créateur du genre pictural des "fêtes galantes" (Jean-Antoine...).	Watteau	General	Difícil	FR
W	Commence par	Archipel d'Océanie qui, avec Futuna, forme une collectivité d'outre-mer appartenant à la France (...-et-Futuna).	Wallis	General	Difícil	FR
X	Contient la	Nom de famille de l'aviateur et écrivain français, humaniste, célèbre pour avoir écrit "Le Petit Prince" (Antoine de Saint-...).	Exupéry	General	Difícil	FR
X	Contient la	Palais majestueux et célèbre jardin public situé à Paris, où siège actuellement le Sénat français.	Luxembourg	General	Difícil	FR
X	Commence par	Lettre de l'alphabet utilisée en France pour surnommer l'École polytechnique, l'une des plus prestigieuses écoles d'ingénieurs (L'...).	X	General	Difícil	FR
Y	Commence par	Première femme élue à la prestigieuse Académie française en 1980, auteure du roman "Mémoires d'Hadrien" (Marguerite...).	Yourcenar	General	Difícil	FR
Y	Commence par	Département français situé dans la région Bourgogne-Franche-Comté dont la ville préfecture est Auxerre.	Yonne	General	Difícil	FR
Y	Commence par	Petite île française située dans l'océan Atlantique, célèbre pour avoir abrité la prison du maréchal Pétain (L'île d'...).	Yeu	General	Difícil	FR
Z	Commence par	Unité d'infanterie légère de l'armée française créée en Algérie au XIXe siècle, mondialement célèbre pour ses uniformes exotiques.	Zouaves	General	Difícil	FR
Z	Commence par	Conte philosophique oriental écrit par Voltaire en 1747, racontant les aventures d'un jeune philosophe babylonien.	Zadig	General	Difícil	FR
Z	Commence par	Mot désignant une discorde ou un désaccord profond, souvent utilisé dans l'expression "semer la..." (également titre d'un album d'Astérix).	Zizanie	General	Difícil	FR
A	Commence par	Grande plante avec un tronc en bois et des feuilles.	Arbre	Definición	Fácil	FR
A	Commence par	Pièces et billets utilisés pour acheter des choses.	Argent	Definición	Fácil	FR
A	Commence par	Période de 365 jours ou 12 mois.	Année	Definición	Fácil	FR
B	Commence par	Partie du visage utilisée pour manger et parler.	Bouche	Definición	Fácil	FR
B	Commence par	Moyen de transport qui navigue sur l'eau.	Bateau	Definición	Fácil	FR
B	Commence par	Couleur de la neige et du lait.	Blanc	Definición	Fácil	FR
C	Commence par	Animal domestique qui aboie et qui est considéré comme le meilleur ami de l'homme.	Chien	Definición	Fácil	FR
C	Commence par	Ce qui pousse sur la tête des humains.	Cheveux	Definición	Fácil	FR
C	Commence par	Organe qui bat dans la poitrine, symbole de l'amour.	Cœur	Definición	Fácil	FR
D	Commence par	Petite pièce dure et blanche dans la bouche, utilisée pour mâcher.	Dent	Definición	Fácil	FR
D	Commence par	Chacune des cinq parties articulées à la fin de la main humaine.	Doigt	Definición	Fácil	FR
D	Commence par	Le jour qui vient juste après aujourd'hui.	Demain	Definición	Fácil	FR
E	Commence par	Liquide transparent, indispensable à la vie, que l'on boit quand on a soif.	Eau	Definición	Fácil	FR
E	Commence par	Garçon ou fille qui n'est pas encore un adulte.	Enfant	Definición	Fácil	FR
E	Commence par	Lieu avec des professeurs où les élèves vont pour apprendre.	École	Definición	Fácil	FR
F	Commence par	Être humain adulte de sexe féminin.	Femme	Definición	Fácil	FR
F	Commence par	Partie colorée d'une plante qui sent souvent bon.	Fleur	Definición	Fácil	FR
F	Commence par	Sensation de basse température que l'on ressent souvent en hiver.	Froid	Definición	Fácil	FR
G	Commence par	Enfant de sexe masculin.	Garçon	Definición	Fácil	FR
G	Commence par	Lieu où les trains s'arrêtent pour prendre et laisser des passagers.	Gare	Definición	Fácil	FR
G	Commence par	Qui a une taille importante, le contraire de petit.	Grand	Definición	Fácil	FR
H	Commence par	Être humain adulte de sexe masculin.	Homme	Definición	Fácil	FR
H	Commence par	Période de temps composée de 60 minutes.	Heure	Definición	Fácil	FR
H	Commence par	La saison la plus froide de l'année, où il peut neiger.	Hiver	Definición	Fácil	FR
I	Commence par	Ce que l'on a dans la tête quand on pense ou invente quelque chose de nouveau.	Idée	Definición	Fácil	FR
I	Commence par	Terre qui est complètement entourée par l'eau.	Île	Definición	Fácil	FR
I	Commence par	Représentation visuelle, comme un dessin ou une photographie.	Image	Definición	Fácil	FR
J	Commence par	Période de 24 heures, ou la période où il fait clair dehors.	Jour	Definición	Fácil	FR
J	Commence par	Qui n'est pas vieux, qui a peu d'années de vie.	Jeune	Definición	Fácil	FR
